WoS Source UT,WoS Cited Reference UT,Cited Author,Times Cited,Pub Year,Volume,Page,Cited Work,Cited Title,DOI
WOS:000906353200001,WOS:000378053000035,"Liu, Dan",30,2016,95,,MEDICINE,Association between circulating levels of ACE2-Ang-(1-7)-MAS axis and ACE2 gene polymorphisms in hypertensive patients,10.1097/MD.0000000000003876
WOS:000906353200001,WOS:000377466200024,"Itani, Hana A.",153,2016,68,123,HYPERTENSION,Activation of Human T Cells in Hypertension Studies of Humanized Mice and Hypertensive Humans,10.1161/HYPERTENSIONAHA.116.07237
WOS:000906353200001,WOS:000377466200032,"Tetzner, Anja",96,2016,68,185,HYPERTENSION,"G-Protein-Coupled Receptor MrgD Is a Receptor for Angiotensin-(1-7) Involving Adenylyl Cyclase, cAMP, and Phosphokinase A",10.1161/HYPERTENSIONAHA.116.07572
WOS:000906353200001,WOS:000174858800038,"Yu, J",3018,2002,296,79,SCIENCE,A draft sequence of the rice genome (Oryza sativa L. ssp indica),10.1126/science.1068037
WOS:000906353200001,WOS:000377225000003,"Machado-Silva, Alice",24,2016,26,669,EXPERT OPINION ON THERAPEUTIC PATENTS,Therapeutic uses for Angiotensin-(1-7),10.1080/13543776.2016.1179283
WOS:000906353200001,WOS:000375146000021,"van Twist, Daan J. L.",13,2016,34,1160,JOURNAL OF HYPERTENSION,Renal hemodynamics and renin-angiotensin system activity in humans with multifocal renal artery fibromuscular dysplasia,10.1097/HJH.0000000000000917
WOS:000906353200001,WOS:000334101100004,"Uri, Katalin",63,2014,9,,PLOS ONE,New Perspectives in the Renin-Angiotensin-Aldosterone System (RAAS) IV: Circulating ACE2 as a Biomarker of Systolic Dysfunction in Human Hypertension and Heart Failure,10.1371/journal.pone.0087845
WOS:000906353200001,WOS:000323221500048,"Du, Dongshu",27,2013,8,,PLOS ONE,The Effects of Angiotensin II and Angiotensin-(1-7) in the Rostral Ventrolateral Medulla of Rats on Stress-Induced Hypertension,10.1371/journal.pone.0070976
WOS:000906353200001,WOS:000368853500001,"Dai, Shu-Yan",25,2016,2016,,OXIDATIVE MEDICINE AND CELLULAR LONGEVITY,Central Infusion of Angiotensin II Type 2 Receptor Agonist Compound 21 Attenuates DOCA/NaCl-Induced Hypertension in Female Rats,10.1155/2016/3981790
WOS:000906353200001,WOS:000365556700007,"Li, Peng",14,2015,9,865,JOURNAL OF THE AMERICAN SOCIETY OF HYPERTENSION,Angiotensin-(1-7) enhances the effects of angiotensin II on the cardiac sympathetic afferent reflex and sympathetic activity in rostral ventrolateral medulla in renovascular hypertensive rats,10.1016/j.jash.2015.08.005
WOS:000906353200001,WOS:000363964600002,"Zhang, Yang",52,2015,23,880,ANTIOXIDANTS & REDOX SIGNALING,Upregulation of Angiotensin (1-7)-Mediated Signaling Preserves Endothelial Function Through Reducing Oxidative Stress in Diabetes,10.1089/ars.2014.6070
WOS:000906353200001,WOS:000360869700006,"Kangussu, Lucas M.",27,2015,97,58,NEUROPHARMACOLOGY,Activation of angiotensin-(1-7)/Mas axis in the brain lowers blood pressure and attenuates cardiac remodeling in hypertensive transgenic (mRen2)27 rats,10.1016/j.neuropharm.2015.04.036
WOS:000906353200001,MEDLINE:26275770,"Mendoza-Torres, Evelyn",114,2015,9,217,Therapeutic advances in cardiovascular disease,ACE2 and vasoactive peptides: novel players in cardiovascular/renal remodeling and hypertension.,10.1177/1753944715597623
WOS:000906353200001,WOS:000354364900029,"Yang, Tao",867,2015,65,1331,HYPERTENSION,Gut Dysbiosis Is Linked to Hypertension,10.1161/HYPERTENSIONAHA.115.05315
WOS:000906353200001,WOS:000347465800003,"Carver, Kyle A.",24,2015,22,19,MICROCIRCULATION,Angiotensin-(1-7) Prevents Angiotensin II-induced Fibrosis in Cremaster Microvessels,10.1111/micc.12159
WOS:000906353200001,WOS:000347063200001,"Patel, Sheila K.",95,2014,5,,FRONTIERS IN PHYSIOLOGY,From gene to protein-experimental and clinical studies of ACE2 in blood pressure control and arterial hypertension,10.3389/fphys.2014.00227
WOS:000906353200001,WOS:000345019800021,"Van Twist, Daan J. L.",10,2014,32,2428,JOURNAL OF HYPERTENSION,Angiotensin-(1-7)-induced renal vasodilation is reduced in human kidneys with renal artery stenosis,10.1097/HJH.0000000000000351
WOS:000906353200001,WOS:000341061600018,"Badzynska, Bozena",5,2014,66,856,PHARMACOLOGICAL REPORTS,Vascular effects of a tripeptide fragment of novokinine in hypertensive rats: Mechanism of the hypotensive action,10.1016/j.pharep.2014.04.013
WOS:000906353200001,WOS:000339552100007,"Habiyakare, Belthrand",39,2014,95,290,INTERNATIONAL JOURNAL OF EXPERIMENTAL PATHOLOGY,Reduction of angiotensin A and alamandine vasoactivity in the rabbit model of atherogenesis: differential effects of alamandine and Ang(1-7),10.1111/iep.12087
WOS:000906353200001,WOS:000338175800006,"Jiang, Fan",263,2014,11,413,NATURE REVIEWS CARDIOLOGY,Angiotensin-converting enzyme 2 and angiotensin 1-7: novel therapeutic targets,10.1038/nrcardio.2014.59
WOS:000906353200001,WOS:000337558600002,"Tao, Xiaoling",26,2014,106,182,BIOLOGY OF THE CELL,Angiotensin-(1-7) attenuates angiotensin II-induced signalling associated with activation of a tyrosine phosphatase in Sprague-Dawley rats cardiac fibroblasts,10.1111/boc.201400015
WOS:000906353200001,WOS:000335491900143,"Santos, Robson Augusto",158,2014,63,1138,HYPERTENSION,Angiotensin-(1-7),10.1161/HYPERTENSIONAHA.113.01274
WOS:000906353200001,WOS:000334320900039,"Guimaraes, Priscila S.",32,2014,63,1078,HYPERTENSION,Increasing Angiotensin-(1-7) Levels in the Brain Attenuates Metabolic Syndrome-Related Risks in Fructose-Fed Rats,10.1161/HYPERTENSIONAHA.113.01847
WOS:000906353200001,WOS:000332685500037,"Haber, Philipp K.",92,2014,63,774,HYPERTENSION,"Angiotensin-Converting Enzyme 2-Independent Action of Presumed Angiotensin-Converting Enzyme 2 Activators Studies In Vivo, Ex Vivo, and In Vitro",10.1161/HYPERTENSIONAHA.113.02856
WOS:000906353200001,WOS:000213836200015,"Danyel, Leon A.",59,2013,6,153,INTEGRATED BLOOD PRESSURE CONTROL,"Impact of AT2-receptor stimulation on vascular biology, kidney function, and blood pressure",10.2147/IBPC.S34425
WOS:000906353200001,WOS:000336909700003,"Etelvino, Gisele Maia",60,2014,16,,CURRENT HYPERTENSION REPORTS,New Components of the Renin-Angiotensin System: Alamandine and the Mas-Related G Protein-Coupled Receptor D,10.1007/s11906-014-0433-0
WOS:000906353200001,WOS:000335151000003,"Yuan, L.",29,2013,36,931,JOURNAL OF ENDOCRINOLOGICAL INVESTIGATION,Ang(1-7) treatment attenuates beta-cell dysfunction by improving pancreatic microcirculation in a rat model of Type 2 diabetes,10.3275/8951
WOS:000906353200001,WOS:000333301000013,"Ocaranza, Maria Paz",65,2014,32,771,JOURNAL OF HYPERTENSION,Angiotensin-(1-9) reverses experimental hypertension and cardiovascular damage by inhibition of the angiotensin converting enzyme/Ang II axis,10.1097/HJH.0000000000000094
WOS:000906353200001,WOS:000331133300007,"Patnaik, Manisha",39,2014,41,143,ANNALS OF HUMAN BIOLOGY,"Association of angiotensin-converting enzyme and angiotensin-converting enzyme-2 gene polymorphisms with essential hypertension in the population of Odisha, India",10.3109/03014460.2013.837195
WOS:000906353200001,WOS:000330835300008,"Sahara, Makoto",55,2014,101,236,CARDIOVASCULAR RESEARCH,Deletion of angiotensin-converting enzyme 2 promotes the development of atherosclerosis and arterial neointima formation,10.1093/cvr/cvt245
WOS:000906353200001,WOS:000328905100011,"Rodriguez-Iturbe, Bernardo",62,2014,10,56,NATURE REVIEWS NEPHROLOGY,Autoimmunity in the pathogenesis of hypertension,10.1038/nrneph.2013.248
WOS:000906353200001,WOS:000328007300004,"Cha, Seung Ah",26,2013,93,934,LIFE SCIENCES,Stimulation of ANP by angiotensin-(1-9) via the angiotensin type 2 receptor,10.1016/j.lfs.2013.10.020
WOS:000906353200001,WOS:000326500400014,"Ali, Quaisar",66,2013,84,931,KIDNEY INTERNATIONAL,"Chronic AT2 receptor activation increases renal ACE2 activity, attenuates AT1 receptor function and blood pressure in obese Zucker rats",10.1038/ki.2013.193
WOS:000906353200001,WOS:000330110000012,"Carey, Robert M.",36,2013,62,818,HYPERTENSION,Newly Discovered Components and Actions of the Renin-Angiotensin System,10.1161/HYPERTENSIONAHA.113.01111
WOS:000906353200001,WOS:000330110000031,"Brouwers, Sofie",30,2013,62,920,HYPERTENSION,Angiotensin II Type 2 Receptor-Mediated and Nitric Oxide-Dependent Renal Vasodilator Response to Compound 21 Unmasked by Angiotensin-Converting Enzyme Inhibition in Spontaneously Hypertensive Rats In Vivo,10.1161/HYPERTENSIONAHA.112.00762
WOS:000906353200001,WOS:000329483800012,"Xia, Huijing",120,2013,113,1087,CIRCULATION RESEARCH,Brain Angiotensin-Converting Enzyme Type 2 Shedding Contributes to the Development of Neurogenic Hypertension,10.1161/CIRCRESAHA.113.301811
WOS:000906353200001,WOS:000326304500002,"Shao, Zhili",20,2013,19,605,JOURNAL OF CARDIAC FAILURE,Increasing Serum Soluble Angiotensin-Converting Enzyme 2 Activity After Intensive Medical Therapy Is Associated With Better Prognosis in Acute Decompensated Heart Failure,10.1016/j.cardfail.2013.06.296
WOS:000906353200001,WOS:000330371500030,"Qi, YanFei",100,2013,62,746,HYPERTENSION,Diminazene Aceturate Enhances Angiotensin-Converting Enzyme 2 Activity and Attenuates Ischemia-Induced Cardiac Pathophysiology,10.1161/HYPERTENSIONAHA.113.01337
WOS:000906353200001,WOS:000330371500036,"van Twist, Daan J. L.",26,2013,62,789,HYPERTENSION,Angiotensin-(1-7)-Induced Renal Vasodilation in Hypertensive Humans Is Attenuated by Low Sodium Intake and Angiotensin II Co-Infusion,10.1161/HYPERTENSIONAHA.113.01814
WOS:000906353200001,WOS:000323899200006,"Gao, Shan",18,2013,47,36,PEPTIDES,Angiotensin AT(2) receptor agonist stimulates high stretch induced-ANP secretion via PI3K/NO/sGC/PKG/pathway,10.1016/j.peptides.2013.06.008
WOS:000906353200001,WOS:000324097500009,"Xue, Baojian",25,2013,305,H699,AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY,Central endogenous angiotensin-(1-7) protects against aldosterone/NaCl-induced hypertension in female rats,10.1152/ajpheart.00193.2013
WOS:000906353200001,WOS:000323496600005,"Haschke, Manuel",251,2013,52,783,CLINICAL PHARMACOKINETICS,Pharmacokinetics and Pharmacodynamics of Recombinant Human Angiotensin-Converting Enzyme 2 in Healthy Human Subjects,10.1007/s40262-013-0072-7
WOS:000906353200001,WOS:000318340400063,"Carrillo-Sepulveda, Maria Alicia",21,2013,8,,PLOS ONE,Emerging Role of Angiotensin Type 2 Receptor (AT2R)/Akt/NO Pathway in Vascular Smooth Muscle Cell in the Hyperthyroidism,10.1371/journal.pone.0061982
WOS:000906353200001,WOS:000322825500039,"Lu, Guangwen",525,2013,500,227,NATURE,Molecular basis of binding between novel human coronavirus MERS-CoV and its receptor CD26,10.1038/nature12328
WOS:000906353200001,WOS:000320302600024,"Youn, Jong-Chan",194,2013,62,126,HYPERTENSION,Immunosenescent CD8(+) T Cells and C-X-C Chemokine Receptor Type 3 Chemokines Are Increased in Human Hypertension,10.1161/HYPERTENSIONAHA.113.00689
WOS:000906353200001,WOS:000318299200010,"Peiro, Concepcion",26,2013,591,2275,JOURNAL OF PHYSIOLOGY-LONDON,Complete blockade of the vasorelaxant effects of angiotensin-(17) and bradykinin in murine microvessels by antagonists of the receptor Mas,10.1113/jphysiol.2013.251413
WOS:000906353200001,WOS:000319162800023,"Fraga-Silva, Rodrigo A.",72,2013,61,1233,HYPERTENSION,Angiotensin-Converting Enzyme 2 Activation Improves Endothelial Function,10.1161/HYPERTENSIONAHA.111.00627
WOS:000906353200001,WOS:000313255900015,"Lo, Jennifer",57,2013,98,109,EXPERIMENTAL PHYSIOLOGY,Angiotensin-converting enzyme 2 antagonizes angiotensin II-induced pressor response and NADPH oxidase activation in Wistar-Kyoto rats and spontaneously hypertensive rats,10.1113/expphysiol.2012.067165
WOS:000906353200001,WOS:000321825700027,"Fang, Chao",67,2013,121,3023,BLOOD,Angiotensin 1-7 and Mas decrease thrombosis in Bdkrb2(-/-) mice by increasing NO and prostacyclin to reduce platelet spreading and glycoprotein VI activation,10.1182/blood-2012-09-459156
WOS:000906353200001,WOS:000321159100003,"Yang, Zhen",22,2013,106,196,ARCHIVES OF CARDIOVASCULAR DISEASES,Effects of enalapril on the expression of cardiac angiotensin-converting enzyme and angiotensin-converting enzyme 2 in spontaneously hypertensive rats,10.1016/j.acvd.2013.01.004
WOS:000906353200001,WOS:000320492800004,"Sui, Yu-Bin",31,2013,42,25,PEPTIDES,Angiotensin-(1-7) inhibits vascular calcification in rats,10.1016/j.peptides.2012.12.023
WOS:000906353200001,WOS:000317481700007,"Lautner, Roberto Queiroga",242,2013,112,1104,CIRCULATION RESEARCH,Discovery and Characterization of Alamandine A Novel Component of the Renin-Angiotensin System,10.1161/CIRCRESAHA.113.301077
WOS:000906353200001,WOS:000316652300054,"Raj, V. Stalin",1429,2013,495,251,NATURE,Dipeptidyl peptidase 4 is a functional receptor for the emerging human coronavirus-EMC,10.1038/nature12005
WOS:000906353200001,WOS:000314888600022,"Chen, Ji",76,2013,61,681,HYPERTENSION,Angiotensin-Converting Enzyme 2 Priming Enhances the Function of Endothelial Progenitor Cells and Their Therapeutic Efficacy,10.1161/HYPERTENSIONAHA.111.00202
WOS:000906353200001,WOS:000313740100043,"Machado de Almeida, Pedro W.",22,2013,61,425,HYPERTENSION,Functional Cross-Talk Between Aldosterone and Angiotensin-(1-7) in Ventricular Myocytes,10.1161/HYPERTENSIONAHA.111.199539
WOS:000906353200001,WOS:000306815300037,"Hashimoto, Tatsuo",815,2012,487,477,NATURE,ACE2 links amino acid malnutrition to microbial ecology and intestinal inflammation,10.1038/nature11228
WOS:000906353200001,WOS:000303351900021,"Lu, Na",60,2012,39,6581,MOLECULAR BIOLOGY REPORTS,"ACE2 gene polymorphism and essential hypertension: an updated meta-analysis involving 11,051 subjects",10.1007/s11033-012-1487-1
WOS:000906353200001,WOS:000309807900001,"Uno, Makiko",15,2012,,,JOURNAL OF BIOMEDICINE AND BIOTECHNOLOGY,Identification of Physiologically Active Substances as Novel Ligands for MRGPRD,10.1155/2012/816159
WOS:000906353200001,WOS:000309388900075,"Flores-Munoz, Monica",48,2012,7,,PLOS ONE,Adenoviral Delivery of Angiotensin-(1-7) or Angiotensin-(1-9) Inhibits Cardiomyocyte Hypertrophy via the Mas or Angiotensin Type 2 Receptor,10.1371/journal.pone.0045564
WOS:000906353200001,WOS:000308801600014,"Varagic, Jasmina",35,2012,30,1766,JOURNAL OF HYPERTENSION,"Nebivolol reduces cardiac angiotensin II, associated oxidative stress and fibrosis but not arterial pressure in salt-loaded spontaneously hypertensive rats",10.1097/HJH.0b013e328356766f
WOS:000906353200001,WOS:000307951900031,"Verdonk, Koen",44,2012,60,722,HYPERTENSION,Compound 21 Induces Vasorelaxation via an Endothelium- and Angiotensin II Type 2 Receptor-Independent Mechanism,10.1161/HYPERTENSIONAHA.112.196022
WOS:000906353200001,WOS:000307951900032,"Ye, Minghao",73,2012,60,730,HYPERTENSION,Murine Recombinant Angiotensin-Converting Enzyme 2 Effect on Angiotensin II-Dependent Hypertension and Distinctive Angiotensin-Converting Enzyme 2 Inhibitor Characteristics on Rodent and Human Angiotensin-Converting Enzyme 2,10.1161/HYPERTENSIONAHA.112.198622
WOS:000906353200001,WOS:000307231900015,"Guimaraes, Priscila S.",46,2012,303,H393,AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY,Chronic infusion of angiotensin-(1-7) into the lateral ventricle of the brain attenuates hypertension in DOCA-salt rats,10.1152/ajpheart.00075.2012
WOS:000906353200001,MEDLINE:23045193,"Botelho-Santos, Giancarla Aparecida",27,2012,6,201,Therapeutic advances in cardiovascular disease,Altered regional blood flow distribution in Mas-deficient mice.,10.1177/1753944712461164
WOS:000906353200001,WOS:000305428600022,"Shah, Amin",39,2012,302,H2372,AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY,Angiotensin-(1-7) attenuates hypertension in exercise-trained renal hypertensive rats,10.1152/ajpheart.00846.2011
WOS:000906353200001,WOS:000304682500027,"Verano-Braga, Thiago",59,2012,11,3370,JOURNAL OF PROTEOME RESEARCH,Time-Resolved Quantitative Phosphoproteomics: New Insights into Angiotensin-(1-7) Signaling Networks in Human Endothelial Cells,10.1021/pr3001755
WOS:000906353200001,WOS:000304622300004,"Rey-Parra, G. J.",80,2012,90,637,JOURNAL OF MOLECULAR MEDICINE-JMM,Angiotensin converting enzyme 2 abrogates bleomycin-induced lung injury,10.1007/s00109-012-0859-2
WOS:000906353200001,WOS:000304186100001,"Cerrato, Bruno D.",23,2012,1453,1,BRAIN RESEARCH,Angiotensin-(1-7) upregulates central nitric oxide synthase in spontaneously hypertensive rats,10.1016/j.brainres.2012.03.022
WOS:000906353200001,WOS:000303181600015,"McCollum, LaTronya T.",35,2012,34,380,PEPTIDES,Angiotensin-(1-7) abrogates mitogen-stimulated proliferation of cardiac fibroblasts,10.1016/j.peptides.2012.01.020
WOS:000906353200001,WOS:000299315800034,"Flores-Munoz, Monica",78,2012,59,300,HYPERTENSION,Angiotensin-(1-9) Attenuates Cardiac Fibrosis in the Stroke-Prone Spontaneously Hypertensive Rat via the Angiotensin Type 2 Receptor,10.1161/HYPERTENSIONAHA.111.177485
WOS:000906353200001,WOS:000299168200019,"Soro-Paavonen, Aino",164,2012,30,375,JOURNAL OF HYPERTENSION,Circulating ACE2 activity is increased in patients with type 1 diabetes and vascular complications,10.1097/HJH.0b013e32834f04b6
WOS:000906353200001,WOS:000298060500006,"Lopez Verrilli, Maria A.",20,2012,120,46,JOURNAL OF NEUROCHEMISTRY,Angiotensin-(1-7) through Mas receptor up-regulates neuronal norepinephrine transporter via Akt and Erk1/2-dependent pathways,10.1111/j.1471-4159.2011.07552.x
WOS:000906353200001,WOS:000324076400010,,13006,2012,,1,GLOBAL TUBERCULOSIS REPORT 2012,Global Tuberculosis Report 2012,
WOS:000906353200001,WOS:000214783400048,"Durik, Matej",46,2012,2012,,INTERNATIONAL JOURNAL OF HYPERTENSION,"The Effect of the Thioether-Bridged, Stabilized Angiotensin-(1-7) Analogue Cyclic Ang-(1-7) on Cardiac Remodeling and Endothelial Function in Rats with Myocardial Infarction",10.1155/2012/536426
WOS:000906353200001,WOS:000297765700004,"Tan, Zhen",32,2011,12,413,JOURNAL OF THE RENIN-ANGIOTENSIN-ALDOSTERONE SYSTEM,Regulation of angiotensin-converting enzyme 2 and Mas receptor by Ang-(1-7) in heart and kidney of spontaneously hypertensive rats,10.1177/1470320311402109
WOS:000906353200001,WOS:000296977000009,"Sriramula, Srinivas",150,2011,92,401,CARDIOVASCULAR RESEARCH,ACE2 overexpression in the paraventricular nucleus attenuates angiotensin II-induced hypertension,10.1093/cvr/cvr242
WOS:000906353200001,WOS:000296742100009,"Pedersen, Kim Brint",54,2011,301,R1293,AMERICAN JOURNAL OF PHYSIOLOGY-REGULATORY INTEGRATIVE AND COMPARATIVE PHYSIOLOGY,Species-specific inhibitor sensitivity of angiotensin-converting enzyme 2 (ACE2) and its implication for ACE2 activity assays,10.1152/ajpregu.00339.2011
WOS:000906353200001,WOS:000295356900003,"Uhal, Bruce D.",88,2011,301,L269,AMERICAN JOURNAL OF PHYSIOLOGY-LUNG CELLULAR AND MOLECULAR PHYSIOLOGY,Regulation of alveolar epithelial cell survival by the ACE-2/angiotensin 1-7/Mas axis,10.1152/ajplung.00222.2010
WOS:000906353200001,WOS:000289748400007,"Velkoska, Elena",65,2011,120,335,CLINICAL SCIENCE,Angiotensin-(1-7) infusion is associated with increased blood pressure and adverse cardiac remodelling in rats with subtotal nephrectomy,10.1042/CS20100280
WOS:000906353200001,WOS:000287402700038,"Jones, Emma S.",45,2011,57,570,HYPERTENSION,A Single beta-Amino Acid Substitution to Angiotensin II Confers AT(2) Receptor Selectivity and Vascular Function,10.1161/HYPERTENSIONAHA.110.164301
WOS:000906353200001,WOS:000287311700005,"Ferreira, Anderson J.",104,2011,96,287,EXPERIMENTAL PHYSIOLOGY,Angiotensin-converting enzyme 2 activation protects against hypertension-induced cardiac fibrosis involving extracellular signal-regulated kinases,10.1113/expphysiol.2010.055277
WOS:000906353200001,WOS:000287402700025,"Marques, Fulvia D.",105,2011,57,477,HYPERTENSION,An Oral Formulation of Angiotensin-(1-7) Produces Cardioprotective Effects in Infarcted and Isoproterenol-Treated Rats,10.1161/HYPERTENSIONAHA.110.167346
WOS:000906353200001,WOS:000293122900021,"Fraga-Silva, Rodrigo Araujo",67,2011,66,837,CLINICS,An orally active formulation of angiotensin-(1-7) produces an antithrombotic effect,10.1590/S1807-59322011000500021
WOS:000906353200001,WOS:000292040800004,"Nakagaki, Toshiaki",20,2011,33,223,CLINICAL AND EXPERIMENTAL HYPERTENSION,Role of Angiotensin-(1-7) in Rostral Ventrolateral Medulla in Blood Pressure Regulation via Sympathetic Nerve Activity in Wistar-Kyoto and Spontaneous Hypertensive Rats,10.3109/10641963.2011.583967
WOS:000906353200001,WOS:000283857300026,"Costa, Maria A.",50,2010,299,H1205,AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY,Angiotensin-(1-7) upregulates cardiac nitric oxide synthase in spontaneously hypertensive rats,10.1152/ajpheart.00850.2009
WOS:000906353200001,WOS:000282658900009,"Thomas, Merlin C.",199,2010,107,888,CIRCULATION RESEARCH,Genetic Ace2 Deficiency Accentuates Vascular Inflammation and Atherosclerosis in the ApoE Knockout Mouse,10.1161/CIRCRESAHA.110.219279
WOS:000906353200001,WOS:000280836100013,"He, Jian-Gui",19,2010,25,438,HEART AND VESSELS,The nonpeptide AVE0991 attenuates myocardial hypertrophy as induced by angiotensin II through downregulation of transforming growth factor-beta 1/Smad2 expression,10.1007/s00380-009-1213-7
WOS:000906353200001,WOS:000280958300007,"Zhong, JiuChang",369,2010,122,717,CIRCULATION,"Angiotensin-Converting Enzyme 2 Suppresses Pathological Hypertrophy, Myocardial Fibrosis, and Cardiac Dysfunction",10.1161/CIRCULATIONAHA.110.955369
WOS:000906353200001,WOS:000278859300021,"Savergnini, Silvia Quintao",80,2010,56,112,HYPERTENSION,"Vascular Relaxation, Antihypertensive Effect, and Cardioprotection of a Novel Peptide Agonist of the Mas Receptor",10.1161/HYPERTENSIONAHA.110.152942
WOS:000906353200001,WOS:000278041700018,"Trask, Aaron J.",48,2010,23,687,AMERICAN JOURNAL OF HYPERTENSION,Inhibition of Angiotensin-Converting Enzyme 2 Exacerbates Cardiac Hypertrophy and Fibrosis in Ren-2 Hypertensive Rats,10.1038/ajh.2010.51
WOS:000906353200001,WOS:000277489000007,"Fraga-Silva, Rodrigo A.",108,2010,16,210,MOLECULAR MEDICINE,ACE2 Activation Promotes Antithrombotic Activity,10.2119/molmed.2009.00160
WOS:000906353200001,WOS:000277301400009,"Shah, Amin",39,2010,298,H1365,AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY,Angiotensin-(1-7) stimulates high atrial pacing-induced ANP secretion via Mas/PI3-kinase/Akt axis and Na+/H+ exchanger,10.1152/ajpheart.00608.2009
WOS:000906353200001,WOS:000276706500025,"Paz Ocaranza, Maria",69,2010,28,1054,JOURNAL OF HYPERTENSION,Angiotensin-(1-9) regulates cardiac hypertrophy in vivo and in vitro,10.1097/HJH.0b013e328335d291
WOS:000906353200001,WOS:000276158000008,"Weiss, Daiana",11,2010,209,352,ATHEROSCLEROSIS,Vascular wall ACE is not required for atherogenesis in ApoE(-/-) mice,10.1016/j.atherosclerosis.2009.09.069
WOS:000906353200001,WOS:000275701600016,"Santiago, Nivia M.",73,2010,55,889,HYPERTENSION,Lifetime Overproduction of Circulating Angiotensin-(1-7) Attenuates Deoxycorticosterone Acetate-Salt Hypertension-Induced Cardiac Dysfunction and Remodeling,10.1161/HYPERTENSIONAHA.110.149815
WOS:000906353200001,WOS:000274435900025,"Oudit, Gavin Y.",229,2010,59,529,DIABETES,Human Recombinant ACE2 Reduces the Progression of Diabetic Nephropathy,10.2337/db09-1218
WOS:000906353200001,WOS:000272812700025,"Gomes, Eneas R. M.",93,2010,55,153,HYPERTENSION,"Angiotensin-(1-7) Prevents Cardiomyocyte Pathological Remodeling Through a Nitric Oxide/Guanosine 3 ',5 '-Cyclic Monophosphate-Dependent Pathway",10.1161/HYPERTENSIONAHA.109.143255
WOS:000906353200001,WOS:000272812700016,"Wysocki, Jan",239,2010,55,90,HYPERTENSION,Targeting the Degradation of Angiotensin II With Recombinant Angiotensin-Converting Enzyme 2 Prevention of Angiotensin II-Dependent Hypertension,10.1161/HYPERTENSIONAHA.109.138420
WOS:000906353200001,WOS:000270543300012,"Buergelova, Marcela",52,2009,27,1988,JOURNAL OF HYPERTENSION,"Impairment of the angiotensin-converting enzyme 2-angiotensin-(1-7)-Mas axis contributes to the acceleration of two-kidney, one-clip Goldblatt hypertension",10.1097/HJH.0b013e32832f0d06
WOS:000906353200001,WOS:000269755700003,"Epelman, Slava",164,2009,15,565,JOURNAL OF CARDIAC FAILURE,Soluble Angiotensin-Converting Enzyme 2 in Human Heart Failure: Relation With Myocardial Function and Clinical Outcomes,10.1016/j.cardfail.2009.01.014
WOS:000906353200001,WOS:000264345900004,"Lopez Verrilli, Maria A.",49,2009,109,326,JOURNAL OF NEUROCHEMISTRY,Angiotensin-(1-7) through AT(2) receptors mediates tyrosine hydroxylase degradation via the ubiquitin-proteasome pathway,10.1111/j.1471-4159.2009.05912.x
WOS:000906353200001,WOS:000262625400019,"Xia, Huijing",88,2009,53,210,HYPERTENSION,Angiotensin II Type 1 Receptor-Mediated Reduction of Angiotensin-Converting Enzyme 2 Activity in the Brain Impairs Baroreflex Function in Hypertensive Mice,10.1161/HYPERTENSIONAHA.108.123844
WOS:000906353200001,WOS:000260292800015,"Gembardt, Florian",64,2008,319,115,MOLECULAR AND CELLULAR BIOCHEMISTRY,Angiotensin metabolites can stimulate receptors of the Mas-related genes family,10.1007/s11010-008-9884-4
WOS:000906353200001,WOS:000260272100034,"Rentzsch, Brit",138,2008,52,967,HYPERTENSION,Transgenic Angiotensin-Converting Enzyme 2 Overexpression in Vessels of SHRSP Rats Reduces Blood Pressure and Improves Endothelial Function,10.1161/HYPERTENSIONAHA.108.114322
WOS:000906353200001,WOS:000207488800005,"Rabelo, Luiza A.",51,2008,2,418,JOURNAL OF THE AMERICAN SOCIETY OF HYPERTENSION,Ablation of angiotensin (1-7) receptor Mas in C57B1/6 mice causes endothelial dysfunction,10.1016/j.jash.2008.05.003
WOS:000906353200001,WOS:000258609500019,"Dias-Peixoto, Marco F.",129,2008,52,542,HYPERTENSION,Molecular mechanisms involved in the angiotensin-(1-7)/Mas signaling pathway in cardiomyocytes,10.1161/HYPERTENSIONAHA.108.114280
WOS:000906353200001,WOS:000258619300006,"Epelman, Slava",203,2008,52,750,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,Detection of soluble angiotensin-converting enzyme 2 in heart failure,10.1016/j.jacc.2008.02.088
WOS:000906353200001,WOS:000258786000007,"Hu, Changping",49,2008,199,288,ATHEROSCLEROSIS,"Over-expression of anglotensin II type 2 receptor (agtr2) reduces atherogenesis and modulates LOX-1, endothelial nitric oxide synthase and heme-oxygenase-1 expression",10.1016/j.atherosclerosis.2007.11.006
